!CSV A.01.01
!Keysight Technologies,N5242B,US61255121,A.15.50.07
!Date: Friday, October 24, 2025 17:18:53
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),Output(DB),Output(DEG)
2211239269.9392,-89.32196,-141.36592
2211242603.5503,-87.329895,1.6579932
2211245937.1614,-88.599747,-57.156734
2211249270.7726,-86.70639,-63.800598
2211252604.3837,-87.767059,-156.66505
2211255937.9948,-88.939285,-79.425613
2211259271.606,-91.595589,-161.54834
2211262605.2171,-87.556763,-31.122772
2211265938.8282,-86.446388,-139.15472
2211269272.4394,-88.514526,138.69524
2211272606.0505,-90.382965,139.19081
2211275939.6616,-88.82766,-134.81924
2211279273.2728,-88.984474,-81.425217
2211282606.8839,-90.54483,74.089516
2211285940.495,-88.384216,-92.367867
2211289274.1062,-86.879021,-135.07559
2211292607.7173,-88.770302,54.080208
2211295941.3284,-87.634384,18.620886
2211299274.9396,-88.99559,154.25571
2211302608.5507,-88.920151,-5.6824532
2211305942.1618,-89.04364,153.91312
2211309275.773,-88.333839,172.72496
2211312609.3841,-86.878349,-76.626091
2211315942.9952,-89.96389,-90.947655
2211319276.6064,-89.599037,130.3235
2211322610.2175,-88.641151,21.109262
2211325943.8287,-90.245857,81.707054
2211329277.4398,-89.405075,-112.96385
2211332611.0509,-89.261902,121.80854
2211335944.6621,-89.919632,-5.8526998
2211339278.2732,-88.441986,171.58325
2211342611.8843,-89.690506,-53.777618
2211345945.4955,-91.808067,40.981045
2211349279.1066,-87.449287,-128.12914
2211352612.7177,-88.671333,-178.34514
2211355946.3289,-89.865501,-77.114815
2211359279.94,-90.327225,129.73526
2211362613.5511,-88.05278,4.4219728
2211365947.1623,-89.899193,-105.43067
2211369280.7734,-88.562958,-95.174324
2211372614.3845,-90.925423,170.17868
2211375947.9957,-90.660896,-170.3941
2211379281.6068,-87.469147,-96.471573
2211382615.2179,-88.807953,-97.603584
2211385948.8291,-89.138054,-167.5871
2211389282.4402,-89.420326,-67.685562
2211392616.0513,-90.293907,59.671032
2211395949.6625,-90.724823,-105.35954
2211399283.2736,-89.626534,85.854744
2211402616.8847,-88.843468,170.54396
2211405950.4959,-88.565674,-38.726761
2211409284.107,-87.364777,-126.45599
2211412617.7181,-87.7761,153.60794
2211415951.3293,-88.445938,-55.048962
2211419284.9404,-88.116829,-158.74327
2211422618.5515,-89.258438,132.95726
2211425952.1627,-90.591286,43.676659
2211429285.7738,-88.617836,53.705444
2211432619.3849,-87.950119,45.341492
2211435952.9961,-86.627563,88.33905
2211439286.6072,-88.887817,-43.505653
2211442620.2184,-90.409744,-57.602619
2211445953.8295,-90.79332,-26.227718
2211449287.4406,-90.877823,2.7412047
2211452621.0518,-89.4552,74.023232
2211455954.6629,-88.740868,61.506912
2211459288.274,-92.094521,60.736366
2211462621.8852,-89.919693,-175.93864
2211465955.4963,-90.277237,102.61839
2211469289.1074,-88.943771,-2.7331941
2211472622.7186,-87.862297,-59.568916
2211475956.3297,-88.537033,-173.32365
2211479289.9408,-87.171806,40.839714
2211482623.552,-88.534637,87.159294
2211485957.1631,-88.352646,-85.409492
2211489290.7742,-86.546494,47.493641
2211492624.3854,-87.897034,-179.2756
2211495957.9965,-88.998268,0.20574497
2211499291.6076,-90.252106,-2.0048962
2211502625.2188,-89.836395,14.383864
2211505958.8299,-91.394264,30.658644
2211509292.441,-88.133987,131.14037
2211512626.0522,-90.619675,-163.65916
2211515959.6633,-88.63192,-35.690746
2211519293.2744,-88.032761,-11.623799
2211522626.8856,-89.790848,137.82127
2211525960.4967,-88.824562,-87.369934
2211529294.1078,-88.762833,-14.855011
2211532627.719,-88.909683,-175.69624
2211535961.3301,-88.867256,42.396431
2211539294.9412,-90.400818,105.65476
2211542628.5524,-90.239845,149.92964
2211545962.1635,-89.123856,-63.027779
2211549295.7746,-88.108871,-52.810863
2211552629.3858,-88.566116,159.40344
2211555962.9969,-89.725975,-155.59961
2211559296.6081,-90.784859,62.357361
2211562630.2192,-89.446686,-117.71718
2211565963.8303,-89.5009,23.684954
2211569297.4415,-88.37883,-87.615654
2211572631.0526,-90.110245,-2.9034414
2211575964.6637,-90.160797,-71.038605
2211579298.2749,-90.503029,63.363071
2211582631.886,-88.734238,62.645927
2211585965.4971,-86.709061,83.484962
2211589299.1083,-89.463623,-97.06356
2211592632.7194,-89.253441,-152.33167
2211595966.3305,-90.598198,94.509285
2211599299.9417,-89.09005,118.81908
2211602633.5528,-88.47525,148.90155
2211605967.1639,-87.580666,-140.51364
2211609300.7751,-88.855873,95.151596
2211612634.3862,-87.551994,71.416603
2211615967.9973,-89.276955,164.48672
2211619301.6085,-88.373245,-66.866615
2211622635.2196,-90.087326,61.750546
2211625968.8307,-87.487236,17.947689
2211629302.4419,-89.088516,59.690178
2211632636.053,-89.25061,-145.78375
2211635969.6641,-88.171188,14.832253
2211639303.2753,-91.013695,139.49651
2211642636.8864,-88.900063,-9.4263
2211645970.4975,-88.810783,-133.70737
2211649304.1087,-89.117592,-98.063194
2211652637.7198,-89.173531,164.5121
2211655971.3309,-88.345688,126.8432
2211659304.9421,-90.080742,154.86481
2211662638.5532,-89.156784,-97.896454
2211665972.1643,-89.107178,150.95676
2211669305.7755,-89.051544,-146.25052
2211672639.3866,-89.135139,-56.505234
2211675972.9977,-89.154144,-27.947264
2211679306.6089,-88.885132,-90.482246
2211682640.22,-89.710648,-171.68094
2211685973.8312,-89.917564,-52.734779
2211689307.4423,-90.639938,-7.4701934
2211692641.0534,-88.925941,-23.124718
2211695974.6646,-89.259026,137.94817
2211699308.2757,-90.473099,176.85439
2211702641.8868,-89.798019,-73.871521
2211705975.498,-90.395882,-39.449753
2211709309.1091,-87.083595,-100.3534
2211712642.7202,-89.897011,-73.970901
2211715976.3314,-87.782249,93.368172
2211719309.9425,-85.878616,96.030624
2211722643.5536,-92.491974,-173.54248
2211725977.1648,-87.028046,-62.331856
2211729310.7759,-89.234764,-129.14282
2211732644.387,-89.610985,150.55299
2211735977.9982,-90.838661,-31.730433
2211739311.6093,-88.525856,-102.15865
2211742645.2204,-89.783691,-50.098385
2211745978.8316,-88.876999,-22.297367
2211749312.4427,-88.080818,11.684754
2211752646.0538,-89.967743,-30.229959
2211755979.665,-87.076164,-26.333654
2211759313.2761,-87.731018,-127.85956
2211762646.8872,-88.148598,70.151436
2211765980.4984,-87.718956,174.91132
2211769314.1095,-87.895081,28.137486
2211772647.7206,-88.610481,-20.470554
2211775981.3318,-88.949791,-121.75039
2211779314.9429,-88.395882,148.25554
2211782648.554,-88.416374,175.42447
2211785982.1652,-87.073463,125.0039
2211789315.7763,-89.519775,154.99303
2211792649.3874,-89.139603,-75.841583
2211795982.9986,-86.67598,-159.69273
2211799316.6097,-88.819153,85.257126
2211802650.2209,-87.44062,2.8283458
2211805983.832,-88.729004,-95.320633
2211809317.4431,-87.08577,-143.17636
2211812651.0543,-88.989365,37.944427
2211815984.6654,-89.017769,-42.683678
2211819318.2765,-88.687271,-6.2624249
2211822651.8877,-88.372452,169.79291
2211825985.4988,-88.665558,-131.66263
2211829319.1099,-87.833313,-52.496521
2211832652.7211,-89.044418,-60.926311
2211835986.3322,-88.850616,-2.5320837
2211839319.9433,-88.054291,71.674759
2211842653.5545,-90.379005,99.919197
2211845987.1656,-89.829765,-149.4839
2211849320.7767,-90.550034,0.17292444
2211852654.3879,-90.224869,-132.30313
2211855987.999,-90.156944,68.595428
2211859321.6101,-89.205757,-39.719376
2211862655.2213,-87.257751,-166.17107
2211865988.8324,-89.961075,178.82814
2211869322.4435,-87.247009,136.74571
2211872656.0547,-88.647087,-4.6503243
2211875989.6658,-88.607239,-123.38405
2211879323.2769,-89.290573,44.407898
2211882656.8881,-90.976219,-60.819695
2211885990.4992,-88.362152,-116.05791
2211889324.1103,-89.451172,-139.04758
2211892657.7215,-89.6903,-0.36718222
2211895991.3326,-88.588593,95.598808
2211899324.9437,-88.566811,-145.16319
2211902658.5549,-88.589958,-141.04802
2211905992.166,-89.036987,140.63411
2211909325.7771,-90.451569,37.44482
2211912659.3883,-89.417305,-15.650057
2211915992.9994,-90.146919,71.962189
2211919326.6106,-90.074608,156.93068
2211922660.2217,-88.485756,36.970745
2211925993.8328,-87.318855,-109.54462
2211929327.444,-87.395264,61.817333
2211932661.0551,-86.624329,39.223446
2211935994.6662,-87.878578,-37.049606
2211939328.2774,-88.666687,20.922777
2211942661.8885,-88.661613,-43.215527
2211945995.4996,-90.398918,52.300304
2211949329.1108,-88.217781,-9.0665684
2211952662.7219,-88.918945,-76.169029
2211955996.333,-90.427444,127.53019
2211959329.9442,-87.842155,148.48026
2211962663.5553,-89.452957,134.52995
2211965997.1664,-89.489052,44.906502
2211969330.7776,-88.491142,4.3137865
2211972664.3887,-87.703484,-27.572582
2211975997.9998,-88.45829,80.981079
2211979331.611,-88.093681,-154.1445
2211982665.2221,-90.049156,-6.1823907
2211985998.8332,-89.085213,-26.275682
2211989332.4444,-90.170547,115.84338
2211992666.0555,-89.259499,33.672714
2211995999.6666,-90.450989,-20.642979
2211999333.2778,-88.979065,-128.32309
2212002666.8889,-87.699219,78.11393
2212006000.5,-89.515823,-95.884872
2212009334.1112,-87.780144,127.94437
2212012667.7223,-89.021095,-172.17886
2212016001.3334,-88.897797,21.498566
2212019334.9446,-88.756042,-154.3463
2212022668.5557,-89.59967,1.9068871
2212026002.1668,-91.213043,160.58424
2212029335.778,-89.191345,-120.23746
2212032669.3891,-87.707664,-80.390076
2212036003.0002,-89.434471,-86.230812
2212039336.6114,-90.539284,-128.65337
2212042670.2225,-88.684807,-141.33046
2212046003.8337,-89.285645,32.286915
2212049337.4448,-88.729652,-20.010235
2212052671.0559,-87.964691,-65.600945
2212056004.6671,-87.393112,154.02002
2212059338.2782,-91.898102,87.010376
2212062671.8893,-90.46595,5.9980645
2212066005.5005,-87.564011,19.053783
2212069339.1116,-89.677986,152.19777
2212072672.7227,-89.148758,-13.743589
2212076006.3339,-89.13665,0.049874716
2212079339.945,-89.290283,12.433971
2212082673.5561,-88.938164,-33.658665
2212086007.1673,-88.238396,-14.557305
2212089340.7784,-90.370529,119.93758
2212092674.3895,-88.632195,68.358185
2212096008.0007,-88.411842,171.72824
2212099341.6118,-89.865395,-94.49424
2212102675.2229,-89.207321,-27.035326
2212106008.8341,-89.498871,-45.095322
2212109342.4452,-89.654945,-158.37428
2212112676.0563,-88.368217,-24.524931
2212116009.6675,-87.40638,155.15106
2212119343.2786,-90.067924,9.4383726
2212122676.8897,-87.830978,-168.13704
2212126010.5009,-89.410965,-135.2998
2212129344.112,-88.026611,123.39426
2212132677.7231,-88.319374,4.6512647
2212136011.3343,-88.733429,-112.4347
2212139344.9454,-88.164383,-110.54136
2212142678.5565,-90.017769,-64.015335
2212146012.1677,-87.879112,82.532944
2212149345.7788,-90.385757,-136.13956
2212152679.3899,-88.169067,60.298504
2212156013.0011,-91.07328,13.433551
2212159346.6122,-87.203438,-33.859825
2212162680.2234,-87.745888,-25.138483
2212166013.8345,-89.195641,-24.487026
2212169347.4456,-89.615326,-84.919083
2212172681.0568,-87.431458,133.79384
2212176014.6679,-88.891144,-177.592
2212179348.279,-90.73391,-148.56966
2212182681.8902,-88.45443,-175.23332
2212186015.5013,-87.225502,168.49167
2212189349.1124,-89.732635,51.372665
2212192682.7236,-88.971298,-13.911588
2212196016.3347,-89.872192,34.031208
2212199349.9458,-89.75489,-172.81233
2212202683.557,-89.661255,135.18291
2212206017.1681,-88.701813,133.92813
2212209350.7792,-89.927246,45.614853
2212212684.3904,-90.047592,-17.061752
2212216018.0015,-88.489746,-46.858238
2212219351.6126,-87.870033,103.11829
2212222685.2238,-89.258095,177.3492
2212226018.8349,-88.386185,-33.251423
2212229352.446,-89.555115,-113.89735
2212232686.0572,-87.904808,0.56677729
2212236019.6683,-89.527786,87.627266
2212239353.2794,-88.614914,-174.20839
2212242686.8906,-86.817627,-112.63484
2212246020.5017,-88.774338,65.132553
2212249354.1128,-91.323212,-161.64709
2212252687.724,-88.932045,-46.527664
2212256021.3351,-90.026161,-46.438622
2212259354.9462,-90.097267,153.89272
2212262688.5574,-88.954384,-110.90263
2212266022.1685,-88.307968,106.48762
2212269355.7796,-88.173088,127.99155
2212272689.3908,-90.017075,-115.42905
2212276023.0019,-88.935837,-116.47569
2212279356.6131,-90.445206,-53.802067
2212282690.2242,-87.244057,-97.665611
2212286023.8353,-88.07238,142.20883
2212289357.4465,-87.687271,21.109325
2212292691.0576,-88.76091,-123.69481
2212296024.6687,-89.561401,-10.848436
2212299358.2799,-89.393814,-38.640636
2212302691.891,-89.212837,-143.91106
2212306025.5021,-89.102516,-35.206329
2212309359.1133,-88.907722,-81.816147
2212312692.7244,-89.268593,79.198044
2212316026.3355,-87.956718,-157.96309
2212319359.9467,-88.026085,-158.18526
2212322693.5578,-88.040154,-117.5192
2212326027.1689,-89.42614,-159.33846
2212329360.7801,-87.835297,168.8389
2212332694.3912,-88.139816,68.022812
2212336028.0023,-89.249031,-52.141796
2212339361.6135,-90.835854,-108.37035
2212342695.2246,-89.517395,56.312119
2212346028.8357,-84.645798,68.712387
2212349362.4469,-88.730049,-118.84256
2212352696.058,-88.225098,-122.20005
2212356029.6691,-91.890724,-70.310257
2212359363.2803,-90.247314,3.7913496
2212362696.8914,-89.207184,-176.15242
2212366030.5025,-87.694748,96.602592
2212369364.1137,-89.375656,-179.38188
2212372697.7248,-88.331406,37.549988
2212376031.3359,-89.299103,17.255495
2212379364.9471,-89.341583,-77.438019
2212382698.5582,-89.850792,-89.116379
2212386032.1693,-89.858627,-115.43771
2212389365.7805,-88.90155,99.501137
2212392699.3916,-90.100258,-46.356522
2212396033.0028,-87.19046,-61.789253
2212399366.6139,-88.589195,-165.75499
2212402700.225,-88.437042,118.08698
2212406033.8362,-89.031784,-151.45331
2212409367.4473,-90.469299,54.677315
2212412701.0584,-87.550636,-46.301609
2212416034.6696,-88.345581,101.31665
2212419368.2807,-89.679314,175.7498
2212422701.8918,-89.642097,-1.6816005
2212426035.503,-91.905464,173.16156
2212429369.1141,-87.187042,-85.413338
2212432702.7252,-89.065224,75.517227
2212436036.3364,-90.375526,149.5941
2212439369.9475,-89.420013,-131.70198
2212442703.5586,-88.905548,89.22522
2212446037.1698,-87.50457,-101.65334
2212449370.7809,-89.892708,157.05338
2212452704.392,-89.925499,-15.546071
2212456038.0032,-91.066101,-132.77873
2212459371.6143,-89.59317,13.682436
2212462705.2254,-90.009865,27.218857
2212466038.8366,-88.6894,58.407032
2212469372.4477,-87.322418,-26.833189
2212472706.0588,-89.530792,106.81573
2212476039.67,-90.337868,-80.290825
2212479373.2811,-88.889305,4.1927681
2212482706.8922,-89.353577,138.69237
2212486040.5034,-90.380341,-8.8661795
2212489374.1145,-89.54705,92.490211
2212492707.7256,-88.511658,-134.95866
2212496041.3368,-90.984749,-0.74551553
2212499374.9479,-90.636589,131.81828
2212502708.559,-89.94474,98.100243
2212506042.1702,-88.576401,130.43666
2212509375.7813,-89.401451,-32.600819
2212512709.3924,-88.6567,-32.555374
2212516043.0036,-88.514755,-78.180962
2212519376.6147,-87.2314,-68.205978
2212522710.2259,-88.585052,142.48286
2212526043.837,-88.490852,-132.38411
2212529377.4481,-87.953239,18.156195
2212532711.0593,-89.673798,70.029678
2212536044.6704,-89.031563,-103.25751
2212539378.2815,-89.830673,-150.93359
2212542711.8927,-90.60778,-36.059376
2212546045.5038,-87.827629,17.804142
2212549379.1149,-90.619576,107.46534
2212552712.7261,-88.162125,125.28421
2212556046.3372,-89.761055,-89.39341
2212559379.9483,-88.544678,68.858208
2212562713.5595,-89.436081,149.36595
2212566047.1706,-90.068619,37.304409
2212569380.7817,-88.830803,-94.555901
2212572714.3929,-89.286766,49.114319
2212576048.004,-90.105049,12.637574
2212579381.6151,-89.732841,133.20767
2212582715.2263,-88.900749,9.636755
2212586048.8374,-90.147881,69.207237
2212589382.4485,-89.248375,-173.40123
2212592716.0597,-88.560051,98.141869
2212596049.6708,-87.599274,50.563007
2212599383.2819,-89.7155,138.97055
2212602716.8931,-89.576828,131.62204
2212606050.5042,-86.38475,-39.803188
2212609384.1153,-89.099678,-61.778679
2212612717.7265,-88.4039,-123.56997
2212616051.3376,-89.522507,-152.51373
2212619384.9487,-90.031158,-172.46764
2212622718.5599,-87.80777,-57.669003
2212626052.171,-87.962631,-152.70848
2212629385.7821,-90.561378,23.313972
2212632719.3933,-90.413536,121.23429
2212636053.0044,-88.096519,-178.8497
2212639386.6156,-86.737686,46.291401
2212642720.2267,-88.166183,-24.250668
2212646053.8378,-92.560776,-1.3185557
2212649387.449,-89.59687,-141.36967
2212652721.0601,-88.612183,128.25719
2212656054.6712,-87.938118,137.14014
2212659388.2824,-90.221413,62.41827
2212662721.8935,-85.873489,104.67184
2212666055.5046,-88.495285,113.54553
2212669389.1158,-86.468361,-147.66933
2212672722.7269,-89.300705,102.51959
2212676056.338,-90.279037,87.068886
2212679389.9492,-87.497566,92.23275
2212682723.5603,-86.586937,100.20702
2212686057.1714,-89.004082,82.927223
2212689390.7826,-88.764854,-126.59081
2212692724.3937,-88.622856,147.94868
2212696058.0048,-88.328644,60.180779
2212699391.616,-89.291985,94.360992
2212702725.2271,-89.643196,-37.474419
2212706058.8382,-88.382004,-63.745548
2212709392.4494,-89.998352,-90.540726
2212712726.0605,-89.224586,111.64933
2212716059.6716,-88.075279,-160.19447
2212719393.2828,-89.43586,-17.951078
2212722726.8939,-87.498184,-110.20773
2212726060.505,-89.263428,52.426407
2212729394.1162,-89.825516,-55.909515
2212732727.7273,-89.416275,145.56398
2212736061.3384,-90.308258,-88.398338
2212739394.9496,-89.382919,38.389133
2212742728.5607,-89.970802,179.76321
2212746062.1718,-89.500801,-107.96616
2212749395.783,-90.747993,-24.036922
2212752729.3941,-89.400322,65.815315
2212756063.0053,-88.409447,-136.90677
2212759396.6164,-88.738174,98.564049
2212762730.2275,-87.254311,60.93354
2212766063.8387,-89.412979,94.831528
2212769397.4498,-87.417023,3.1143451
2212772731.0609,-89.086288,-90.394981
2212776064.6721,-89.310066,163.4066
2212779398.2832,-87.700638,-54.372746
2212782731.8943,-91.62677,170.64865
2212786065.5055,-91.07888,168.96486
2212789399.1166,-90.221268,-153.85413
2212792732.7277,-88.816269,170.11055
2212796066.3389,-87.180664,-163.03505
2212799399.95,-87.783302,-124.46755
2212802733.5611,-88.222916,-6.9182634
2212806067.1723,-90.260445,-44.874794
2212809400.7834,-90.23716,-96.236549
2212812734.3945,-88.99691,3.7390718
2212816068.0057,-89.685707,24.259361
2212819401.6168,-89.531357,-179.87828
2212822735.2279,-89.413872,-43.692745
2212826068.8391,-90.989174,69.104401
2212829402.4502,-89.370583,75.202744
2212832736.0613,-89.003113,159.91182
2212836069.6725,-88.852562,-61.525387
2212839403.2836,-91.720291,-161.67517
2212842736.8947,-89.49382,19.366976
2212846070.5059,-87.812668,6.2737551
2212849404.117,-91.085579,21.175545
2212852737.7281,-88.770012,-55.674431
2212856071.3393,-89.625107,-50.388454
2212859404.9504,-89.328987,-67.59024
2212862738.5615,-89.636375,119.0071
2212866072.1727,-88.074371,47.339069
2212869405.7838,-89.028458,-162.77924
2212872739.3949,-89.153,137.34944
2212876073.0061,-88.685127,-118.78717
2212879406.6172,-90.329407,-11.765027
2212882740.2284,-88.821114,93.912445
2212886073.8395,-90.46843,-118.29638
2212889407.4506,-91.152641,-28.115091
2212892741.0618,-88.763695,90.41021
2212896074.6729,-90.275742,130.16757
2212899408.284,-89.513168,87.891785
2212902741.8952,-90.490173,4.9023242
2212906075.5063,-88.771248,-119.66972
2212909409.1174,-88.829605,104.8746
2212912742.7286,-90.443146,142.60866
2212916076.3397,-88.353828,127.82028
2212919409.9508,-87.548752,-130.2997
2212922743.562,-88.401161,-158.79532
2212926077.1731,-86.941727,104.61619
2212929410.7842,-88.656303,120.74274
2212932744.3954,-87.960342,37.104282
2212936078.0065,-89.334389,38.820183
2212939411.6176,-89.544762,-6.4028845
2212942745.2288,-88.302719,-146.26691
2212946078.8399,-89.090996,171.483
2212949412.451,-87.374107,165.36885
2212952746.0622,-89.445671,-149.71825
2212956079.6733,-89.248283,135.99294
2212959413.2844,-86.537369,-137.99486
2212962746.8956,-92.200211,-108.09969
2212966080.5067,-86.780411,-19.078194
2212969414.1178,-88.420441,-41.792107
2212972747.729,-90.402199,72.622368
2212976081.3401,-88.257027,0.85391945
2212979414.9512,-91.545448,-65.90506
2212982748.5624,-88.677597,-40.255741
2212986082.1735,-89.580917,-50.017437
2212989415.7846,-89.543938,-73.626801
2212992749.3958,-88.50946,-31.144936
2212996083.0069,-88.547409,94.532677
2212999416.6181,-88.092064,-169.55627
2213002750.2292,-89.702286,-67.977478
2213006083.8403,-88.495247,-99.097717
2213009417.4515,-88.610779,58.957703
2213012751.0626,-89.719933,177.31705
2213016084.6737,-88.802231,-24.768724
2213019418.2849,-88.645668,-31.964586
2213022751.896,-88.979324,-73.514519
2213026085.5071,-87.023766,177.68398
2213029419.1183,-87.995438,-106.22263
2213032752.7294,-88.82373,-37.311676
2213036086.3405,-89.611275,99.216331
2213039419.9517,-89.912224,-0.19537506
2213042753.5628,-88.565872,-136.00168
2213046087.1739,-90.141884,-50.001801
2213049420.7851,-88.971054,-164.14679
2213052754.3962,-90.47596,-106.50207
2213056088.0073,-88.525391,-53.285313
2213059421.6185,-90.240105,81.447823
2213062755.2296,-88.638138,8.7113075
2213066088.8407,-89.862206,93.628601
2213069422.4519,-88.891151,-95.852303
2213072756.063,-87.910973,4.9805908
2213076089.6741,-89.066238,53.200085
2213079423.2853,-88.880035,162.0434
2213082756.8964,-89.916344,-115.1737
2213086090.5075,-89.117348,-61.894142
2213089424.1187,-90.787216,-98.736786
2213092757.7298,-87.689651,-90.879616
2213096091.3409,-89.790199,12.743689
2213099424.9521,-88.873344,81.16507
2213102758.5632,-86.260338,-161.8121
2213106092.1743,-88.138924,137.99622
2213109425.7855,-88.921135,-110.78983
2213112759.3966,-89.292915,-97.084251
2213116093.0078,-88.05925,9.6796894
2213119426.6189,-89.204422,-126.20072
2213122760.23,-89.845428,113.11388
2213126093.8412,-89.886284,68.063797
2213129427.4523,-88.601822,-67.650146
2213132761.0634,-88.440788,-71.976944
2213136094.6746,-88.96946,71.163605
2213139428.2857,-89.796722,-137.23705
2213142761.8968,-87.412819,-73.967728
2213146095.508,-89.754402,29.118135
2213149429.1191,-88.672127,-65.362686
2213152762.7302,-87.163376,-37.786327
2213156096.3414,-90.110909,-77.858276
2213159429.9525,-89.930405,-76.01059
2213162763.5636,-88.66729,-44.849129
2213166097.1748,-90.378212,126.49632
2213169430.7859,-88.674805,-17.463142
2213172764.397,-88.163361,44.637161
2213176098.0082,-89.191063,53.57383
2213179431.6193,-90.369766,-141.9126
2213182765.2304,-89.982635,-179.30833
2213186098.8416,-89.498352,-120.62525
2213189432.4527,-89.376747,150.68373
2213192766.0638,-88.942604,70.819855
2213196099.675,-87.4487,148.22752
2213199433.2861,-88.574234,-73.510841
2213202766.8972,-89.408333,-154.58527
2213206100.5084,-88.849228,55.134636
2213209434.1195,-88.619774,-105.93697
2213212767.7306,-89.042717,-30.858385
2213216101.3418,-87.782784,-82.047424
2213219434.9529,-89.393784,122.86647
2213222768.564,-89.697662,-136.10313
2213226102.1752,-89.558205,-172.96233
2213229435.7863,-87.88662,32.313988
2213232769.3975,-88.851067,99.34861
2213236103.0086,-87.944267,75.539223
2213239436.6197,-90.66497,-175.36839
2213242770.2309,-90.780655,30.214319
2213246103.842,-88.931564,-47.860558
2213249437.4531,-86.435165,65.684868
2213252771.0643,-88.139778,92.599205
2213256104.6754,-88.635941,27.941366
2213259438.2865,-88.791252,-74.065102
2213262771.8977,-90.249458,-80.39563
2213266105.5088,-90.087547,134.81731
2213269439.1199,-90.29319,-50.018902
2213272772.7311,-89.114334,-143.30563
2213276106.3422,-89.838264,-149.18192
2213279439.9533,-88.681206,35.897835
2213282773.5645,-88.695068,177.82918
2213286107.1756,-89.821716,56.700752
2213289440.7867,-89.437782,-15.395607
2213292774.3979,-89.04464,158.80023
2213296108.009,-87.21402,-112.43108
2213299441.6201,-89.418564,-144.34438
2213302775.2313,-86.838554,172.63855
2213306108.8424,-90.706238,17.0679
2213309442.4535,-89.843269,150.14171
2213312776.0647,-90.347,169.90622
2213316109.6758,-88.811096,-125.18198
2213319443.2869,-89.808037,-88.67292
2213322776.8981,-87.122406,20.658024
2213326110.5092,-87.496536,-173.3221
2213329444.1203,-89.080544,106.99622
2213332777.7315,-89.179749,44.785591
2213336111.3426,-87.554237,-79.120567
2213339444.9537,-89.265839,-123.68691
2213342778.5649,-87.910538,-76.21106
2213346112.176,-87.319695,84.201149
2213349445.7871,-87.55526,-41.707893
2213352779.3983,-89.06118,-130.53426
2213356113.0094,-91.048126,-99.976341
2213359446.6206,-88.545853,-115.39706
2213362780.2317,-87.290184,-43.643429
2213366113.8428,-90.33709,-50.651009
2213369447.454,-89.800255,64.331764
2213372781.0651,-89.857628,97.820717
2213376114.6762,-88.364983,-98.611557
2213379448.2874,-88.512985,148.8667
2213382781.8985,-89.024147,135.36444
2213386115.5096,-88.416237,-90.344429
2213389449.1208,-88.28376,-153.14218
2213392782.7319,-87.847343,120.99556
2213396116.343,-87.616356,-168.80327
2213399449.9542,-89.202934,-177.2484
2213402783.5653,-89.315903,15.846674
2213406117.1764,-89.113487,84.503654
2213409450.7876,-90.658897,36.303986
2213412784.3987,-86.808487,-157.31345
2213416118.0098,-90.154945,172.69394
2213419451.621,-88.525826,94.263802
2213422785.2321,-88.708916,-111.36752
2213426118.8432,-88.010338,78.293388
2213429452.4544,-88.531166,88.264549
2213432786.0655,-89.047089,-110.41352
2213436119.6766,-87.592628,36.658096
2213439453.2878,-89.43293,-177.89911
2213442786.8989,-91.544647,22.891893
2213446120.51,-88.44133,150.77072
2213449454.1212,-89.679558,0.18551046
2213452787.7323,-88.946877,16.906181
2213456121.3434,-88.942276,161.76642
2213459454.9546,-89.88765,40.367046
2213462788.5657,-90.814529,-61.603634
2213466122.1768,-87.607559,173.84351
2213469455.788,-87.266762,-166.52733
2213472789.3991,-86.245567,21.936178
2213476123.0103,-88.996635,-19.196283
2213479456.6214,-89.026474,-168.04425
2213482790.2325,-89.371346,4.6380305
2213486123.8437,-90.233398,1.1607294
2213489457.4548,-88.329643,-162.06741
2213492791.0659,-87.286171,177.24515
2213496124.6771,-86.257881,21.165754
2213499458.2882,-86.427292,102.19946
2213502791.8993,-89.140984,-85.580307
2213506125.5105,-90.00914,-103.40653
2213509459.1216,-87.502594,35.377289
2213512792.7327,-89.490196,7.1890788
2213516126.3439,-89.013275,142.38007
2213519459.955,-90.656456,-37.270203
2213522793.5661,-88.918205,69.821228
2213526127.1773,-90.735046,146.08113
2213529460.7884,-91.142204,144.73126
2213532794.3995,-89.147804,57.298328
2213536128.0107,-89.443207,-41.778374
2213539461.6218,-88.591232,-16.898638
2213542795.2329,-89.541359,129.3465
2213546128.8441,-90.528702,73.188889
2213549462.4552,-90.522018,162.82521
2213552796.0663,-90.555649,160.89163
2213556129.6775,-88.861984,77.474213
2213559463.2886,-89.69545,-74.05909
2213562796.8997,-90.777962,9.2891493
2213566130.5109,-88.579468,-15.778956
2213569464.122,-90.814079,-115.82823
2213572797.7331,-89.424843,-32.863407
2213576131.3443,-90.981583,-9.8186922
2213579464.9554,-89.592361,27.939306
2213582798.5665,-88.722359,-77.915421
2213586132.1777,-89.289413,-112.91465
2213589465.7888,-88.807655,29.687374
2213592799.4,-88.149895,-55.263325
2213596133.0111,-90.438194,-152.39047
2213599466.6222,-90.57988,49.507111
2213602800.2334,-88.454773,-46.367779
2213606133.8445,-89.759415,174.16484
2213609467.4556,-87.335403,-80.281311
2213612801.0668,-87.667686,124.75903
